Municipio,Circunscripcion,Partido,Candidato,Votos,Partido_Votos,Partido_P,P
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,IVAN SAMUEL PEÑA ANDRADE,11,1307,11.85%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,LUIS FERNANDO VELAZQUEZ BUENO,11,1307,11.85%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,MILTON FERNANDO CUERVO PEREZ,11,1307,11.85%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,ROCIO MARGOTH DIAZ GOMEZ,11,1307,11.85%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,ALEXANDER ANGULO ORDOÑEZ,11,883,8.0%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,FABIO ALEJANDRO ROJAS RESTREPO,11,883,8.0%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,FERNANDO ARDILA ARIAS,11,883,8.0%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,GLORIA AMPARO DE LAS MERCEDES GAITAN JARAMILLO,11,883,8.0%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,LUIS CARLOS RUIZ CHUD,11,883,8.0%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,MAIRA MARIA YANCE ARAUJO,11,883,8.0%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,ORLANDO NIÑO VILLAMIZAR,11,883,8.0%,0.09%
BELEN DE UMBRIA,NACIONAL,CREEMOS,MARTHA ALICIA RESTREPO CORREA,11,271,2.45%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,ANA ELISA IRAGORRI CASTRO,11,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,CESAR HUGO CUEVAS QUINTERO,11,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,ELBERT IVAN DUQUE GUERRERO,11,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,ELIANA ROCIO ALVARADO CAMPOS,11,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,GORKY MUÑOZ CALDERON,11,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,HECTOR FABIO LOAIZA CAICEDO,11,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,HECTOR JAVIER GALINDO MORENO,11,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,JOHN JAIRO CORREA RODRIGUEZ,11,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,LEONIDAS NAME GOMEZ,11,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,LUZ ISMELDA AREVALO QUIROGA,11,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,MARTHA ROCIO ALFONSO BERNAL,11,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,ROSA DELIA CASTILLO SANCHEZ,11,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,LA LISTA DE OVIEDO - CON TODA POR COLOMBIA,LA LISTA DE OVIEDO - CON TODA POR COLOMBIA,11,11,0.09%,0.09%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,ANDREA CATALINA ROSAS URREGO,11,666,6.03%,0.09%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,CARLOS ALBERTO CUARTAS QUICENO,11,666,6.03%,0.09%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,GERMAN ALBEIRO CASTRO CASTRO,11,666,6.03%,0.09%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,JOSE ANGEL ESPINOSA HENAO,11,666,6.03%,0.09%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,LINA MARCELA LONDOÑO OSORIO,11,666,6.03%,0.09%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,MARTHA CECILIA ORTIZ RIVEROS,11,666,6.03%,0.09%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,PAULA ANDREA CASTILLO ESLAVA,11,666,6.03%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,ANDRES FELIPE CARO CARVAJAL,11,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,CARLOS YOVANNI GORDILLO VARGAS,11,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JUAN CAMILO VELEZ LONDOÑO,11,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JUAN CARLOS WILLS OSPINA,11,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,LUIS ALCIBIADES HERNANDEZ CASTELLANOS,11,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,LUZ DALY GONZALEZ CRUZADO,11,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,RAFAEL ANDRES NAVARRO CRANE,11,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,RICARDO MOSQUERA CAICEDO,11,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ANGELA MARIA VARGAS RAMIREZ,11,1370,12.42%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CAROLINA GUAÑARITA FLOREZ,11,1370,12.42%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,DIANA ESPERANZA ACUÑA GARCIA,11,1370,12.42%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ELIZABETH MENESES DELGADO,11,1370,12.42%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JAVIER FERNANDEZ FRANCO,11,1370,12.42%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JOSE ALFREDO GNECCO ZULETA,11,1370,12.42%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JOSE LUIS MONTOYA COBO,11,1370,12.42%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,SANDRA ROCIO CARRASCAL VILLALBA,11,1370,12.42%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,BLANCA LUZ ESTRADA ALDANA,11,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,CARLOS ANDRES DIAZ RAMIREZ,11,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,CESAR AUGUSTO LOPEZ MORALES,11,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,CLAUDIA PATRICIA ROJAS RAMIREZ,11,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,DANIEL ARMANDO CHICAIZA COSME,11,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,DIANA MARCELA MAYA AGUDELO,11,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,DIEGO PATIÑO AMARILES,11,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,HORACIO JOSE SERPA MONCADA,11,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,JEDSENIA AMARIZ PACHECO,11,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,JOSE NURBY DUCUARA GOMEZ,11,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,KELY JOHANA SERRANO DUARTE,11,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,MARYOLISABIN ZAMBRANO CAMACHO,11,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO POLÍTICO OXÍGENO,PARTIDO POLÍTICO OXÍGENO,11,11,0.09%,0.09%
BELEN DE UMBRIA,NACIONAL,AHORA COLOMBIA,ANASTASIA RUBIO BETANCOURT,10,1335,12.1%,0.09%
BELEN DE UMBRIA,NACIONAL,AHORA COLOMBIA,CARLOS ALBERTO MORALES DELGADO,10,1335,12.1%,0.09%
BELEN DE UMBRIA,NACIONAL,AHORA COLOMBIA,JALID MUADH JENSSEN PEREZ LOSADA,10,1335,12.1%,0.09%
BELEN DE UMBRIA,NACIONAL,AHORA COLOMBIA,JENNIFER DALLEY PEDRAZA SANDOVAL,10,1335,12.1%,0.09%
BELEN DE UMBRIA,NACIONAL,AHORA COLOMBIA,JOHANA KATERINE BOCANEGRA GUTIERREZ,10,1335,12.1%,0.09%
BELEN DE UMBRIA,NACIONAL,AHORA COLOMBIA,LUIS ALFREDO ALVAREZ RODRIGUEZ,10,1335,12.1%,0.09%
BELEN DE UMBRIA,NACIONAL,AHORA COLOMBIA,NASLY ROCIO RESTAN COGOLLO,10,1335,12.1%,0.09%
BELEN DE UMBRIA,NACIONAL,AHORA COLOMBIA,YADIRES MARTINEZ RODRIGUEZ,10,1335,12.1%,0.09%
BELEN DE UMBRIA,NACIONAL,ALIANZA POR COLOMBIA,ANA ELIZABETH SANDOVAL MOJICA,10,1284,11.64%,0.09%
BELEN DE UMBRIA,NACIONAL,ALIANZA POR COLOMBIA,AUGUSTO RICARDO MORENO CEPEDA,10,1284,11.64%,0.09%
BELEN DE UMBRIA,NACIONAL,ALIANZA POR COLOMBIA,CARLOS ANDRES OVALLE MORA,10,1284,11.64%,0.09%
BELEN DE UMBRIA,NACIONAL,ALIANZA POR COLOMBIA,DANIELA PAOLA QUITO VELASCO,10,1284,11.64%,0.09%
BELEN DE UMBRIA,NACIONAL,ALIANZA POR COLOMBIA,MARIO ENRIQUE IBAÑEZ RAMIREZ,10,1284,11.64%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,CESAR AUGUSTO LORDUY MALDONADO,10,1307,11.85%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,DEILLY MOSQUERA MENA,10,1307,11.85%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,EDGAR OROZCO VICTORIA,10,1307,11.85%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,ELKIN HERNANDO SALCEDO SANTOS,10,1307,11.85%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,LUIS GUILLERMO HOYOS MENESES,10,1307,11.85%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,MARIA FERNANDA ORTIZ MORA,10,1307,11.85%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,OLGA INES RUBIANO CORREA,10,1307,11.85%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,OLGA LUCIA RAMOS SAJONA,10,1307,11.85%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,ALEJANDRO EDILSON ORTIZ RAMOS,10,883,8.0%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,LIZ ALEJANDRA AVILA RODRIGUEZ,10,883,8.0%,0.09%
BELEN DE UMBRIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,ROSA MARCELA FUQUENE MEDINA,10,883,8.0%,0.09%
BELEN DE UMBRIA,NACIONAL,CREEMOS,GUSTAVO ALONSO PINEDO POLO,10,271,2.45%,0.09%
BELEN DE UMBRIA,NACIONAL,CREEMOS,JORGE HUGO ARANGUREN OCAMPO,10,271,2.45%,0.09%
BELEN DE UMBRIA,NACIONAL,CREEMOS,WILDER ZAPATA TORRES,10,271,2.45%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,BLANCA LILIA HERRERA REINA,10,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,CARLOS HERNANDO RODRIGUEZ BALLESTEROS,10,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,EBERTO ENRIQUE DIAZ MONTES,10,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,EDERSON NIÑO NAVARRO,10,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,ELSY MARIA MARMOLEJO GARCIA,10,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,FABIO VESGA GUZMAN,10,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,FARITH CASTRO QUINTERO,10,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,GIOVANNI VARELA ALBA,10,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,JAMES RICHARD WIEDMAN AMAYA,10,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,KATIA MILENA OSPINO ACEVEDO,10,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,VICTOR HUGO GOLU MONTENEGRO,10,1237,11.21%,0.09%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,CARLOS EDUARDO PIMIENTA TATIS,10,666,6.03%,0.09%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,ENRIQUE GOMEZ MARTINEZ,10,666,6.03%,0.09%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,JORGE EDUARDO MORA LOPEZ,10,666,6.03%,0.09%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,MAGALY DEL SOCORRO GONZALEZ FORTUNATO,10,666,6.03%,0.09%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,MARIA ANTONIA ESTUPIÑAN TELLEZ,10,666,6.03%,0.09%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,10,666,6.03%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,ALBERTO DEVIA ESCOBAR,10,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,CECILIA ARISTIZABAL MORA,10,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,EDWAR JALABE DIAZ,10,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,GERMAN ALCIDES BLANCO ALVAREZ,10,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,HERNAN FRANCISCO ANDRADE SERRANO,10,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JENNIFER ALEXANDRA BUITRAGO PEÑA,10,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JOHAN RAFAEL MACIAS MACIAS,10,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JOSE EDUARDO QUIROGA BARRIGA,10,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,KAREN ALICIA DE VILLEROS BERMUDEZ,10,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,LINA BEATRIZ ALVAREZ JIMENEZ,10,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,OSCAR ANTONIO BONILLA VARELA,10,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,SANTIAGO BARRETO TRIANA,10,1318,11.95%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ANDRES OLMEDO GRUESO MARTINEZ,10,1370,12.42%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,BIVIAN PATRICIA ROMERO PADILLA,10,1370,12.42%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CRISTIAN CAMILO GARCIA OSORIO,10,1370,12.42%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,GINETH PAOLA BLANCO CELY,10,1370,12.42%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,ADRIANA MILENA SANCHEZ VASQUEZ,10,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,ANGIE MALLERLINE MEDINA ROJAS,10,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,CAMILO HUMBERTO OLANO ORTIZ,10,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,DIANA VANESSA RINCON VERGEL,10,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,HECTOR OLIMPO ESPINOSA OLIVER,10,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,JAMES STEVE CANIZALES SERRANO,10,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,NATALY ANDREA CASTIBLANCO PACHECO,10,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,YESSICA PAOLA JUNCO RAYO,10,1272,11.53%,0.09%
BELEN DE UMBRIA,NACIONAL,AHORA COLOMBIA,AMPARO MARIA SERPA ACEVEDO,9,1335,12.1%,0.08%
BELEN DE UMBRIA,NACIONAL,AHORA COLOMBIA,ANA PAOLA AGUDELO GARCIA,9,1335,12.1%,0.08%
BELEN DE UMBRIA,NACIONAL,AHORA COLOMBIA,ANDRES DANIEL NORIEGA SARMIENTO,9,1335,12.1%,0.08%
BELEN DE UMBRIA,NACIONAL,ALIANZA POR COLOMBIA,ANTONIO LUIS ZABARAIN LOPEZ,9,1284,11.64%,0.08%
BELEN DE UMBRIA,NACIONAL,ALIANZA POR COLOMBIA,DUBET ANTONIO MUÑOZ BEDOYA,9,1284,11.64%,0.08%
BELEN DE UMBRIA,NACIONAL,ALIANZA POR COLOMBIA,DUVALIER SANCHEZ ARANGO,9,1284,11.64%,0.08%
BELEN DE UMBRIA,NACIONAL,ALIANZA POR COLOMBIA,MIGUEL ANDRES FORERO BOLIVAR,9,1284,11.64%,0.08%
BELEN DE UMBRIA,NACIONAL,ALIANZA POR COLOMBIA,SOR BERENICE BEDOYA PEREZ,9,1284,11.64%,0.08%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,BLANCA LARRADA PALACIO,9,1307,11.85%,0.08%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,CARLOS MARIO FARELO DAZA,9,1307,11.85%,0.08%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,MAURICIO MORRIS OTALORA,9,1307,11.85%,0.08%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,OSCAR HERNANDEZ GUALDRON,9,1307,11.85%,0.08%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,RAFAEL TORRES MARTINEZ,9,1307,11.85%,0.08%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,RODOLFO JOSE HERNANDEZ OLIVEROS,9,1307,11.85%,0.08%
BELEN DE UMBRIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,RODRIGO GUZMAN DAVILA,9,1307,11.85%,0.08%
BELEN DE UMBRIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,ANLENIS ROSA RANGEL VIDES,9,883,8.0%,0.08%
BELEN DE UMBRIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,FERNANDO BAUTISTA CASTAÑEDA,9,883,8.0%,0.08%
BELEN DE UMBRIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,HERNANDO ARDILA GONZALEZ,9,883,8.0%,0.08%
BELEN DE UMBRIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,RICARDO MONROY BENITEZ,9,883,8.0%,0.08%
BELEN DE UMBRIA,NACIONAL,CREEMOS,ELIECER CAMACHO JIMENEZ,9,271,2.45%,0.08%
BELEN DE UMBRIA,NACIONAL,CREEMOS,JUAN ALEJANDRO ANGEL ARANGO,9,271,2.45%,0.08%
BELEN DE UMBRIA,NACIONAL,CREEMOS,MARIA CATALINA RAMIREZ VELEZ,9,271,2.45%,0.08%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,CATALINA BELEN BENAVIDES CORREA,9,1237,11.21%,0.08%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,EDILSON HUERFANO ORDOÑEZ,9,1237,11.21%,0.08%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,GUILLERMO ANTONIO CARDONA MORENO,9,1237,11.21%,0.08%
BELEN DE UMBRIA,NACIONAL,FRENTE AMPLIO UNITARIO,MARTHA YANET CARDENAS ORTIZ,9,1237,11.21%,0.08%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,CARLOS FELIPE MEJIA MEJIA,9,666,6.03%,0.08%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,ENRIQUE EDUARDO HERRERA ARAUJO,9,666,6.03%,0.08%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,JULIAN ANDRES ZAMUDIO GONZALEZ,9,666,6.03%,0.08%
BELEN DE UMBRIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,LEONARDO CUERVO VEGA,9,666,6.03%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,ALBERTO CANO DEMPSEY,9,1318,11.95%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,ANDREA CAROLINA MORENO MORALES,9,1318,11.95%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,ARMANDO ANTONIO ZABARAIN D ARCE,9,1318,11.95%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,DIANA CAROLINA PICO CARVAJAL,9,1318,11.95%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,EDWIN JAVIER BRITO GARCIA,9,1318,11.95%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,EFRAIN ALBERTO AGAMEZ MONTES,9,1318,11.95%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,ERIKA RAMIREZ ARISTIZABAL,9,1318,11.95%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,LUZ STELLA RIVEROS ROZO,9,1318,11.95%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,VIVIANA PATRICIA BLELL CERVANTES,9,1318,11.95%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,YULY COLMENARES APONTE,9,1318,11.95%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CAMILO ANDRES VITAL HERNANDEZ,9,1370,12.42%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,HILBER OSWALDO RODRIGUEZ DELGADO,9,1370,12.42%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MIGUEL ANGEL FLOREZ BUSTOS,9,1370,12.42%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,NESTOR FELIPE GIRONZA CARDONA,9,1370,12.42%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,CARIN ASTRID LESMES SAAVEDRA,9,1272,11.53%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,DANIEL GEOVANY NEIRA RIOS,9,1272,11.53%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,LAURA ESTER FORTICH SANCHEZ,9,1272,11.53%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,LUIS ALBERTO MORENO VALENZUELA,9,1272,11.53%,0.08%
BELEN DE UMBRIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,LUIS FERNANDO REYES ALFARO,9,1272,11.53%,0.08%
BELEN DE UMBRIA,NACIONAL,AHORA COLOMBIA,ARNALDO HOYOS TRIBIÑO,8,1335,12.1%,0.07%
